#,date,signal_time,direction,setup,conviction,why_entered,underlying_at_entry,structure,option_type,long_strike,short_strike,debit_paid,max_loss,exit_reason,exit_time,settle_close,pnl_$,return_on_risk_%,result
29,2024-04-25,10:04,long,failed_a,1,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",4985.05,bull call spread 4985/5010,call,4985.0,5010.0,11.0,1100.0,hit +50% target,10:31,5042.32,590.0,53.6,WIN
30,2024-05-03,10:27,long,failed_a,2,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5101.82,bull call spread 5100/5125,call,5100.0,5125.0,11.1,1110.0,hit +50% target,11:55,5124.97,580.0,52.3,WIN
31,2024-05-21,11:23,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5313.7,bear put spread 5315/5290,put,5315.0,5290.0,4.3,430.0,hit +50% target,11:44,5319.84,225.0,52.3,WIN
32,2024-05-29,10:39,short,failed_a,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5278.6,bear put spread 5280/5255,put,5280.0,5255.0,6.0,600.0,hit +50% target,11:11,5267.05,350.0,58.3,WIN
33,2024-06-11,09:49,long,failed_a,4,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5332.73,bull call spread 5335/5360,call,5335.0,5360.0,6.1,610.0,hit +50% target,10:12,5378.31,320.0,52.5,WIN
34,2024-07-03,11:23,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5524.61,bear put spread 5525/5500,put,5525.0,5500.0,3.95,395.0,hit +50% target,11:32,5534.6,235.0,59.5,WIN
35,2024-07-17,10:10,long,failed_a,3,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5599.85,bull call spread 5600/5625,call,5600.0,5625.0,9.1,910.0,hit -50% stop,12:39,5587.1,-465.0,-51.1,LOSS
36,2024-07-22,11:42,long,failed_a,2,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5533.84,bull call spread 5535/5560,call,5535.0,5560.0,7.1,710.0,hit +50% target,12:48,5570.18,360.0,50.7,WIN
37,2024-07-23,11:16,short,failed_a,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5583.4,bear put spread 5585/5560,put,5585.0,5560.0,7.55,755.0,hit +50% target,12:24,5559.4,555.0,73.5,WIN
38,2024-08-07,10:01,short,failed_a,4,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5329.08,bear put spread 5330/5305,put,5330.0,5305.0,9.6,960.0,hit +50% target,10:31,5201.98,480.0,50.0,WIN
39,2024-08-08,09:51,long,failed_a_pivot,2,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up. The failed level sat on the prior-day pivot range (two signals agreeing -> higher conviction).",5239.12,bull call spread 5240/5265,call,5240.0,5265.0,11.3,1130.0,hit +50% target,10:14,5329.46,570.0,50.4,WIN
40,2024-08-09,10:57,short,failed_a,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5341.5,bear put spread 5340/5315,put,5340.0,5315.0,9.7,970.0,hit -50% stop,13:30,5348.16,-555.0,-57.2,LOSS
41,2024-08-12,09:59,long,failed_a,1,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5327.33,bull call spread 5325/5350,call,5325.0,5350.0,10.6,1060.0,hit +50% target,10:13,5350.47,530.0,50.0,WIN
42,2024-08-14,10:35,long,failed_a_pivot,3,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up. The failed level sat on the prior-day pivot range (two signals agreeing -> higher conviction).",5422.8,bull call spread 5425/5450,call,5425.0,5450.0,8.7,870.0,hit +50% target,11:01,5453.76,470.0,54.0,WIN
43,2024-09-05,10:02,short,failed_a_pivot,3,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down. The failed level sat on the prior-day pivot range (two signals agreeing -> higher conviction).",5533.8,bear put spread 5535/5510,put,5535.0,5510.0,8.0,800.0,hit +50% target,10:48,5503.36,430.0,53.8,WIN
44,2024-09-09,10:12,short,failed_a_pivot,3,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down. The failed level sat on the prior-day pivot range (two signals agreeing -> higher conviction).",5467.08,bear put spread 5465/5440,put,5465.0,5440.0,7.3,730.0,hit +50% target,10:31,5471.61,380.0,52.1,WIN
45,2024-09-12,09:49,long,failed_a,2,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5539.8,bull call spread 5540/5565,call,5540.0,5565.0,12.0,1200.0,hit +50% target,11:14,5591.76,600.0,50.0,WIN
46,2024-09-19,09:52,long,failed_a,4,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5682.99,bull call spread 5685/5710,call,5685.0,5710.0,11.4,1140.0,hit +50% target,10:29,5710.55,600.0,52.6,WIN
47,2024-10-03,10:06,short,failed_a,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5711.5,bear put spread 5710/5685,put,5710.0,5685.0,7.0,700.0,hit +50% target,10:15,5698.98,360.0,51.4,WIN
48,2024-10-16,10:26,short,failed_a_pivot,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down. The failed level sat on the prior-day pivot range (two signals agreeing -> higher conviction).",5830.33,bear put spread 5830/5805,put,5830.0,5805.0,7.3,730.0,hit +50% target,10:42,5842.27,420.0,57.5,WIN
49,2024-10-22,11:18,short,failed_a_pivot,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down. The failed level sat on the prior-day pivot range (two signals agreeing -> higher conviction).",5845.45,bear put spread 5845/5820,put,5845.0,5820.0,7.4,740.0,hit -50% stop,13:35,5854.42,-400.0,-54.1,LOSS
50,2024-11-04,10:26,short,failed_a,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5745.13,bear put spread 5745/5720,put,5745.0,5720.0,8.1,810.0,hit +50% target,11:22,5717.88,410.0,50.6,WIN
51,2024-11-04,11:58,long,failed_a,1,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5706.78,bull call spread 5705/5730,call,5705.0,5730.0,7.9,790.0,hit +50% target,12:27,5717.88,420.0,53.2,WIN
52,2024-11-13,10:07,long,failed_a,3,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5975.93,bull call spread 5975/6000,call,5975.0,6000.0,8.55,855.0,hit +50% target,10:35,5987.18,465.0,54.4,WIN
53,2024-12-30,10:01,long,failed_a,1,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5873.86,bull call spread 5875/5900,call,5875.0,5900.0,9.6,960.0,hit +50% target,10:46,5907.12,520.0,54.2,WIN
54,2025-01-02,10:06,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5930.69,bear put spread 5930/5905,put,5930.0,5905.0,8.7,870.0,hit +50% target,10:22,5876.05,630.0,72.4,WIN
55,2025-01-08,10:17,long,failed_a,1,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5885.77,bull call spread 5885/5910,call,5885.0,5910.0,10.7,1070.0,hit +50% target,11:33,5917.6,540.0,50.5,WIN
56,2025-01-16,10:01,long,failed_a_pivot,2,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up. The failed level sat on the prior-day pivot range (two signals agreeing -> higher conviction).",5941.37,bull call spread 5940/5965,call,5940.0,5965.0,10.1,1010.0,hit +50% target,11:05,5938.47,520.0,51.5,WIN
57,2025-01-27,10:40,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6013.94,bear put spread 6015/5990,put,6015.0,5990.0,8.5,850.0,hit +50% target,11:03,6015.33,440.0,51.8,WIN
58,2025-01-30,09:50,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6077.27,bear put spread 6075/6050,put,6075.0,6050.0,7.3,730.0,hit +50% target,10:04,6071.09,680.0,93.2,WIN
59,2025-02-03,10:16,long,failed_a,1,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5931.42,bull call spread 5930/5955,call,5930.0,5955.0,10.2,1020.0,hit +50% target,10:25,5996.25,620.0,60.8,WIN
60,2025-02-05,10:05,long,failed_a,3,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6010.88,bull call spread 6010/6035,call,6010.0,6035.0,9.8,980.0,hit +50% target,10:38,6061.28,510.0,52.0,WIN
61,2025-03-07,09:54,short,failed_a,3,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5768.46,bear put spread 5770/5745,put,5770.0,5745.0,10.6,1060.0,hit +50% target,10:32,5764.14,660.0,62.3,WIN
62,2025-04-11,09:47,short,failed_a,3,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5277.15,bear put spread 5275/5250,put,5275.0,5250.0,10.1,1010.0,hit -50% stop,10:01,5348.19,-760.0,-75.2,LOSS
63,2025-04-11,10:24,long,failed_a,1,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5216.08,bull call spread 5215/5240,call,5215.0,5240.0,13.9,1390.0,hit +50% target,12:33,5348.19,710.0,51.1,WIN
64,2025-04-15,10:13,short,failed_a,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5450.45,bear put spread 5450/5425,put,5450.0,5425.0,9.4,940.0,hit +50% target,10:21,5398.82,660.0,70.2,WIN
65,2025-04-23,09:53,short,failed_a,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5457.18,bear put spread 5455/5430,put,5455.0,5430.0,9.6,960.0,hit +50% target,11:21,5369.99,490.0,51.0,WIN
66,2025-04-30,09:59,long,failed_a,3,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5433.81,bull call spread 5435/5460,call,5435.0,5460.0,10.9,1090.0,hit +50% target,10:24,5556.28,550.0,50.5,WIN
67,2025-05-02,09:52,long,failed_a,2,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5646.21,bull call spread 5645/5670,call,5645.0,5670.0,12.0,1200.0,hit +50% target,10:29,5680.92,600.0,50.0,WIN
68,2025-05-02,10:30,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5677.54,bear put spread 5680/5655,put,5680.0,5655.0,8.0,800.0,hit -50% stop,12:14,5680.92,-400.0,-50.0,LOSS
69,2025-05-06,09:52,long,failed_a,2,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5587.4,bull call spread 5585/5610,call,5585.0,5610.0,11.1,1110.0,hit +50% target,10:19,5601.22,580.0,52.3,WIN
70,2025-05-07,11:14,long,failed_a,2,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5593.17,bull call spread 5595/5620,call,5595.0,5620.0,12.2,1220.0,hit +50% target,13:15,5623.5,620.0,50.8,WIN
71,2025-05-22,10:02,short,failed_a,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5853.38,bear put spread 5855/5830,put,5855.0,5830.0,8.3,830.0,hit +50% target,10:38,5842.03,450.0,54.2,WIN
72,2025-05-23,11:35,short,failed_a,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5797.67,bear put spread 5800/5775,put,5800.0,5775.0,8.8,880.0,hit -50% stop,13:18,5795.53,-485.0,-55.1,LOSS
73,2025-05-30,10:32,short,failed_a,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5908.38,bear put spread 5910/5885,put,5910.0,5885.0,9.4,940.0,hit +50% target,11:41,5907.87,480.0,51.1,WIN
74,2025-06-04,10:09,long,failed_a_pivot,5,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up. The failed level sat on the prior-day pivot range (two signals agreeing -> higher conviction).",5965.32,bull call spread 5965/5990,call,5965.0,5990.0,10.3,1030.0,hit +50% target,10:28,5963.23,620.0,60.2,WIN
75,2025-06-05,09:58,long,failed_a,4,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5950.15,bull call spread 5950/5975,call,5950.0,5975.0,10.9,1090.0,hit +50% target,10:43,5939.55,690.0,63.3,WIN
76,2025-06-05,11:58,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5994.74,bear put spread 5995/5970,put,5995.0,5970.0,5.95,595.0,hit +50% target,12:18,5939.55,535.0,89.9,WIN
77,2025-06-13,11:53,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6024.43,bear put spread 6025/6000,put,6025.0,6000.0,7.9,790.0,hit +50% target,13:11,5978.65,420.0,53.2,WIN
78,2025-06-25,11:34,long,failed_a,4,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6088.69,bull call spread 6090/6115,call,6090.0,6115.0,8.15,815.0,hit -50% stop,13:41,6091.59,-455.0,-55.8,LOSS
79,2025-07-09,11:15,long,failed_a,4,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6234.44,bull call spread 6235/6260,call,6235.0,6260.0,8.1,810.0,hit +50% target,11:45,6261.65,410.0,50.6,WIN
80,2025-07-11,11:43,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6264.97,bear put spread 6265/6240,put,6265.0,6240.0,6.25,625.0,hit +50% target,12:06,6254.34,345.0,55.2,WIN
81,2025-07-14,11:42,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6267.7,bear put spread 6270/6245,put,6270.0,6245.0,7.95,795.0,hit -50% stop,13:33,6273.17,-410.0,-51.6,LOSS
82,2025-07-24,11:03,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6382.04,bear put spread 6380/6355,put,6380.0,6355.0,6.5,650.0,hit +50% target,12:13,6371.16,335.0,51.5,WIN
83,2025-08-13,11:10,long,failed_a,3,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6452.77,bull call spread 6455/6480,call,6455.0,6480.0,6.25,625.0,hit -50% stop,12:50,6468.71,-335.0,-53.6,LOSS
84,2025-08-21,10:18,short,failed_a_pivot,3,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down. The failed level sat on the prior-day pivot range (two signals agreeing -> higher conviction).",6389.54,bear put spread 6390/6365,put,6390.0,6365.0,7.8,780.0,hit +50% target,11:14,6371.53,480.0,61.5,WIN
85,2025-08-28,09:52,long,failed_a,3,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6468.57,bull call spread 6470/6495,call,6470.0,6495.0,10.1,1010.0,hit +50% target,11:17,6498.42,510.0,50.5,WIN
86,2025-09-04,11:54,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6482.57,bear put spread 6485/6460,put,6485.0,6460.0,9.65,965.0,hit -50% stop,13:52,6506.58,-530.0,-54.9,LOSS
87,2025-09-09,10:39,long,failed_a,4,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6485.3,bull call spread 6485/6510,call,6485.0,6510.0,8.55,855.0,hit +50% target,11:27,6511.45,490.0,57.3,WIN
88,2025-09-16,11:02,long,failed_a,3,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6605.37,bull call spread 6605/6630,call,6605.0,6630.0,6.2,620.0,hit +50% target,14:51,6608.73,335.0,54.0,WIN
89,2025-10-03,11:57,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6746.68,bear put spread 6745/6720,put,6745.0,6720.0,3.95,395.0,hit +50% target,13:02,6712.4,235.0,59.5,WIN
90,2025-10-16,10:44,short,failed_a,3,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6711.39,bear put spread 6710/6685,put,6710.0,6685.0,7.9,790.0,hit +50% target,11:26,6637.18,420.0,53.2,WIN
91,2025-10-23,09:52,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6728.77,bear put spread 6730/6705,put,6730.0,6705.0,7.5,750.0,hit +50% target,10:11,6741.72,410.0,54.7,WIN
